sequence,codec,qp,branch,reconstruction,status,kbps,bpp,psnr_y,ssim_y,encode_fps,decode_fps,stage_sum_fps,realtime_speed,error
ShakeNDry,av1,24,low,low_native,ok,16328.04,0.5905685763888889,39.53254324734103,0.9726143333333334,20.081160932042838,542.3680214983202,17.01965382608014,0.14183044855066784,
ShakeNDry,av1,32,low,low_native,ok,7505.43,0.27146375868055556,36.59745136042509,0.9444206979166667,20.14057365558618,605.843271250717,17.11873595737549,0.14265613297812907,
ShakeNDry,av1,40,low,low_native,ok,2996.06,0.10836443865740741,34.31083967294042,0.9059631041666667,23.391154328116134,355.15165867514156,18.98224079427428,0.15818533995228565,
ShakeNDry,av1,48,low,low_native,ok,1130.22,0.04087890625,32.531849522597454,0.8667269375000001,28.245674901632512,642.796981085286,22.689490117446407,0.1890790843120534,
ShakeNDry,av1,54,low,low_native,ok,585.55,0.02117874710648148,31.102720993949198,0.829021125,33.29257172340441,609.2151057183627,25.77844186670906,0.21482034888924215,
ShakeNDry,av1,59,low,low_native,ok,341.34,0.012345920138888888,29.80846295562104,0.7859502083333334,31.288547439536256,682.7772947938798,24.667543288132695,0.20556286073443913,
ShakeNDry,av1,63,low,low_native,ok,192.56,0.006964699074074074,28.322237344918943,0.7275664270833334,35.08680320695227,394.8812108091544,26.214334043811782,0.21845278369843152,
ShakeNDry,mlvc,0,low,low_native,ok,63.59,0.0022999855324074073,24.810448201827743,0.4520329375,7.665069184142425,8.3814419633271,3.858634880022481,0.032155290666854006,
ShakeNDry,mlvc,12,low,low_native,ok,128.46,0.004646267361111111,26.50219543998584,0.5813321145833333,7.569499984451234,8.37531802028893,3.841611044437655,0.03201342537031379,
ShakeNDry,mlvc,21,low,low_native,ok,245.81,0.008890697337962963,28.344714501689587,0.7083296354166667,7.699038892300135,8.236049614314357,3.8499915759082604,0.03208326313256884,
ShakeNDry,mlvc,30,low,low_native,ok,439.92,0.015911458333333333,30.096495643081013,0.7938413333333334,7.6961620480451165,8.275596289630027,3.8580301953206013,0.032150251627671676,
ShakeNDry,mlvc,39,low,low_native,ok,784.28,0.028366608796296298,31.53586068461658,0.8401233124999999,7.655344018906046,8.382092653893489,3.8705380863009338,0.03225448405250778,
ShakeNDry,mlvc,48,low,low_native,ok,1349.55,0.048811848958333334,32.62331115964198,0.8673847083333334,7.609869757974121,8.33336650765539,3.8504588516732547,0.03208715709727712,
ShakeNDry,mlvc,63,low,low_native,ok,3916.57,0.14165834780092593,34.3298223140643,0.9079610729166667,7.678443165547411,8.271719728636882,3.837448022464852,0.03197873352054043,
YachtRide,h264,22,low,low_native,ok,15771.44,0.5704369212962963,38.77289787648153,0.9554278229166666,579.806502746777,593.645470468751,95.97076845554982,0.7997564037962485,
YachtRide,h264,27,low,low_native,ok,7437.03,0.2689898003472222,35.001672815260775,0.9159623229166667,494.2338203540939,671.3740665531088,95.02600191570639,0.7918833492975532,
YachtRide,h264,32,low,low_native,ok,2979.0,0.10774739583333333,31.170417627017336,0.8459376666666666,566.3644573459081,706.7651910231642,98.12422160565887,0.817701846713824,
YachtRide,h264,37,low,low_native,ok,1078.04,0.0389916087962963,27.765009484902393,0.7614574583333334,498.96098132152457,708.2508218086859,95.90750258460685,0.7992291882050571,
YachtRide,h264,42,low,low_native,ok,390.88,0.014137731481481482,24.848666654796347,0.68058434375,480.0645686853894,724.0497569109689,95.46728282427979,0.7955606902023316,
YachtRide,h264,47,low,low_native,ok,170.36,0.006161747685185185,22.70230954007515,0.61423078125,534.671107175394,666.7257320756654,96.33173731461663,0.8027644776218053,
